ApprovedSymbol	Adipocyte Breast	Adipocyte Omental	Adipocyte Perirenal	Adipocyte Subcutaneous	Alveolar Epithelial	Amniotic Epithelial	Amniotic Membrane	Annulus Pulposus	Astrocyte Cerebellum	Astrocyte Cerebral Cortex	Basophils	Bronchial Epithelial	CD133+ Haematopoietic stem cell	CD14+ Monocyte derived Endothelial progenitor	CD14+ Monocytes	CD14+CD16+ Monocytes	CD14+CD16- Monocytes	CD14-CD16+ Monocytes	CD19+ B cells	CD34+ Haematopoietic stem cell	CD34+ progenitor	CD4+ T cells	CD4+CD25+CD45RA+ naive regulatory T cells	CD4+CD25+CD45RA- memory regulatory T cells	CD4+CD25-CD45RA+ naive conventional T cells	CD4+CD25-CD45RA- memory conventional T cells	CD8+ T cells	Cardiac Myocyte	Chondroblast	Chondrocyte	Chorionic Membrane	Ciliary Epithelial	Corneal Epithelial	Dendritic Monocyte Immature derived	Dendritic Plasmacytoid	ES cells	Endothelial Aortic	Endothelial Artery	Endothelial Lymphatic	Endothelial Microvascular	Endothelial Thoracic	Endothelial Umbilical Vein	Endothelial Vein	Eosinophils	Esophageal Epithelial	Fibroblast Aortic Adventitial	Fibroblast Cardiac	Fibroblast Choroid Plexus	Fibroblast Conjunctival	Fibroblast Dermal	Fibroblast Gingival	Fibroblast Lymphatic	Fibroblast Periodontal Ligament	Fibroblast Pulmonary Artery	Fibroblast Skin Normal	Gingival Epithelial	Granulocyte Macrophage progenitor	Hair Follicle Dermal Papilla	Hair Follicle Outer Root Sheath	Hepatic Sinusoidal Endothelial	Hepatic Stellate	Hepatocyte	Immature Langerhans	Intestinal Epithelial (polarized)	Iris Pigment Epithelial	Keratinocyte Epidermal	Keratinocyte Oral	Keratocytes	Lens Epithelial	Macrophage Monocyte derived	Mallassez derived	Mammary Epithelial	Mast cells	Mast cells stimulated	Mature Adipocyte	Melanocyte	Meningeal	Mesenchymal precursor Adipose	Mesenchymal precursor Bone Marrow	Mesenchymal precursor Cardiac	Mesenchymal stem cell Adipose	Mesenchymal stem cell Amniotic Membrane	Mesenchymal stem cell Bone Marrow	Mesenchymal stem cell Hepatic	Mesenchymal stem cell Umbilical	Mesenchymal stem cell Wharton's Jelly	Mesothelial	Migratory Langerhans	Multipot. Cord Blood Unrestrict. Somatic stem cell	Myoblast	Myotube	NK cells	Nasal Epithelial	Neural stem cell	Neurons	Neutrophils	Nucleus Pulposus	Olfactory Epithelial	Osteoblast	Osteocyte	Pancreatic Stromal	Pericytes	Placental Epithelial	Preadipocyte Breast	Preadipocyte Omental	Preadipocyte Perirenal	Preadipocyte Subcutaneous	Preadipocyte Visceral	Prostate Epithelial	Prostate Stromal	Renal Cortical Epithelial	Renal Epithelial	Renal Glomerular Endothelial	Renal Mesangial	Renal Proximal Tubular Epithelial	Reticulocyte	Retinal Pigment Epithelial	Salivary Acinar	Sebocyte	Sertoli	Skeletal Muscle	Skeletal Muscle Satellite	Small Airway Epithelial	Smooth Muscle Aortic	Smooth Muscle Brachiocephalic	Smooth Muscle Brain Vascular	Smooth Muscle Bronchial	Smooth Muscle Carotid	Smooth Muscle Colonic	Smooth Muscle Coronary Artery	Smooth Muscle Esophageal	Smooth Muscle Internal Thoracic Artery	Smooth Muscle Prostate	Smooth Muscle Pulmonary Artery	Smooth Muscle Subclavian Artery	Smooth Muscle Tracheal	Smooth Muscle Umbilical Artery	Smooth Muscle Umbilical Vein	Smooth Muscle Uterine	Synoviocyte	Tenocyte	Trabecular Meshwork	Tracheal Epithelial	Urothelial
EGFR	13.5277542409592	14.8737325542754	12.2127393374052	22.5129536361124	59.0787757207602	40.6685333657606	121.134015674227	28.0263790422068	32.6685493624437	15.2067973278755	0.980502114335147	144.21994114032	0	0	0	0	0	0	0	0.263384084775077	0	0	0	0	0	0	0.0131658548984363	26.836161609067	26.0509865454048	8.8247613070446	199.254071515682	89.4212615276524	95.3295487371709	0	0	1.50081710273715	2.75379083086174	3.01508022801953	1.68449526019274	1.40716348037583	1.21521292182264	1.16585689575341	1.17136335819794	0	116.873205974199	39.9331376234754	17.9350265846317	60.1722203795627	21.0889288650417	24.7501093438619	59.3104375122897	28.2645433569069	46.3048792186656	5.78504134116107	8.62156715792647	89.4327406355526	0	8.83023522712002	12.7912099530796	6.31087982115506	21.7851040400716	56.4460917973667	39.0547718969693	29.271248373261	37.573350455377	95.1720738040248	116.105910228796	17.2413222643126	38.9842368440046	0	62.0905302574765	126.515330102951	0.784126350287006	0	78.9051750415451	3.78131307771316	26.9537965673228	34.5129625413826	45.6841010580582	37.3791376462591	26.6719675955262	27.5328136371854	24.6041266197657	16.6812054437383	9.83736434489786	23.5274522679156	51.038434599787	0.0442882801044543	16.737137814714	28.8705472438477	11.841260741016	0	119.46413486287	4.8587232776907	3.51396432633899	0	23.9725737268142	65.4627508124473	29.0303838518481	16.525811038254	36.2304672331906	33.1362465798071	36.8263959500749	9.55434018535914	13.7725303666256	8.90508398669946	37.406232475396	37.7388983518454	115.369428097635	22.9745012569071	22.4036445639491	16.3327130256073	5.10107086270355	10.0495083837263	26.5375423646602	0	10.7064715580594	66.1823594202326	106.095036708846	65.8804112361054	26.6165395019456	35.4851825258171	191.384117610763	23.6096366099439	14.5848578826911	26.6423279459159	24.7439089483123	39.0654378524453	18.3956629056507	23.4327032028602	13.1661109554189	22.1816146689348	19.3021575622737	46.3333278142996	31.7625412447494	30.0948021781994	15.6399775076162	10.4417135291433	19.1570974598123	77.8350838066445	30.4399760845675	14.6302021994932	118.978378028802	123.306078357585
ELANE	0	0	0	0.087061876066613	0	0	0	0	0	0	3.37743937140303	0	942.163809825525	2.80603185861513	0.251513285334006	0	0	0	0.130513442284153	774.875977408276	5.84736170614258	0	0	0	0	0	0.04264913940017	0	0	0	0	0	0	0.0580432457664223	0	0	0	0	0	0	0	0	0	11.0123107780688	0	0	0	0	0	0	0	0	0	0	0	0	1159.93901964811	0	0.360939740834793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31895143917599	0.04089716390638	0.0519927153827017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8068149110103	0.108459464888101	0	0	0	0	0	0	0	0	0	0	0	0.0392708007818953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELTD1	6.6181204314329	5.15065862145272	3.48935409640148	12.4764762771105	1.70043723474451	0	0.098988226944213	11.0994257591927	4.28140575116049	9.78255467508523	0	0	0	0	0.184665136177292	0.0704184287706473	0	0	0	0.790152254325231	0	0	0	0	0	0	0	18.5926363068866	1.05470793141005	6.60560501156012	6.26096945991356	37.4109683956275	0	0	0	0.044176589440495	150.313237093442	244.577086232093	294.302464077156	129.10734790592	260.425241453584	164.333090076045	154.428005207475	0	0	34.2208661529524	49.4195076778567	30.2778512229106	5.85803579584492	14.7850973453402	4.43465624302911	2.3473976455705	3.29609816963855	62.0474041885315	7.4419034751078	0	0	23.0259138010281	18.0280129382502	38.9371180383074	0.6173610169971	13.2873929986069	0	0	47.8674190732886	0	0	3.02603955181583	29.3632585236068	0	0.312446113289257	0.127794226388404	0.401161145677987	0	53.7176936161228	1.66615884766681	47.1386675360518	20.9900932258223	10.5299539929637	128.01749415427	34.7394867638598	0.664845291462177	8.51923767907057	1.85460784675027	3.29685973486421	35.1619066861155	2.62574828630378	0.064953436279796	12.5763550432619	23.8966350514488	5.43095417445098	0	0	35.0892922756526	4.68201496875437	0	11.9346134692758	5.72489598629864	5.3858143844516	6.45802959252068	18.7668607251059	2.20325441970689	0.201593528886453	9.55434018535916	12.1781283260037	0	39.6281755307947	41.3892771779674	0.26734196040438	3.11856166641705	5.32533490445913	5.37283125586763	36.8944334941478	1.62567862526312	1.30995896785616	0	2.04964536484734	0.276288218884049	3.84641805903564	32.1367859688319	14.9340050617541	15.5849951568663	0.128126711576737	63.6142310991625	85.6842948036107	22.0307176673867	5.34490934287891	23.9507835759633	5.65000782058232	57.8827223915607	0.48763373908959	72.4706991170137	3.03776402673196	30.5121914874655	19.222045495704	5.0543599719232	50.862296208806	7.81553278670013	5.32141596105896	4.60198135896681	2.92631108764361	1.64855237490426	0.83067246341164	0.746601050672617
EMILIN1	95.6806562842505	119.025544743581	106.425299940245	114.187549223602	37.4490198059113	9.43391229340356	14.2205727584561	203.805266829534	180.054291288834	19.6575714060818	0.75563958404166	0	16.4416246027515	4.26395659453597	0.725526249132433	0	0.41579326346852	0.0663055590663633	0.0600949884349875	8.69167479757755	1.22136520587667	0	0	0	0	0	0.04264913940017	1042.6127886777	106.930957564567	270.121496231769	37.7442120329547	16.5897826656772	0	4.17367101242136	9.32316117818407	3.0400317658708	6.6441197598711	0.580870439035533	2.44145092311169	27.8235390060543	0.40507097394088	25.9543929837089	3.97516393147534	0	0.436094052142534	159.640666225304	139.700913609631	274.051111669481	53.4252864581056	50.7682603827812	130.320051134714	222.288130983696	135.334021353556	108.32773491782	129.037182729248	0.0909153735302783	28.1042493747339	238.820310535675	154.940396229005	36.7214872881479	469.555627874481	24.8005936493782	0	0	38.2596216965712	0.0335096574705437	0.185176890317059	153.014369518594	21.5812976914305	68.3515472285699	0.831397043539344	0.894559584718823	38.6994613805965	29.5597942737566	23.3725235773644	21.1215510330049	44.5159719162011	126.221544355779	178.064925956498	138.553955848672	355.891441431432	142.242352841795	171.01943703126	203.386813247958	465.720647813875	150.601548857811	16.1438634048581	0.218087192341126	83.3718068394031	106.629085793415	232.106516931045	0	1.55519315008243	7.46152035484314	3.94995229916065	0.276277008957357	218.524351094175	123.148886002535	180.339736748597	129.477356627549	129.717236400848	213.563461067194	20.1744379996998	101.123515913146	97.9836644797321	74.2090332224956	141.719717348662	129.872397331142	0	185.411570325235	0.874783966981693	4.026130032825	5.13149048723854	28.9686202919084	1.08675893974519	1.07102059366464	3.67316348785499	0.182884372783646	12.4166985472645	115.692429487795	95.9675944354539	176.592412499269	0.131501876358735	152.48713339196	108.113584797963	95.6753651404924	388.516131285329	118.767629697192	225.036540170051	115.574141180345	562.241701170297	164.250950638119	205.433385344558	146.910551606316	135.255075710843	311.985223546536	125.402686481198	97.5226958579899	156.449629255134	92.304516693312	267.563730367437	276.444632290298	1.11717045922631	0
EMR2	9.62866817784906	5.10891098280098	8.72338524100369	19.7411919425409	19.6426394968609	13.8606443147586	2.94057056906165	0.0618831764800235	1.74344825749516	0.970520661771711	223.843878015516	3.31632736193692	32.589648766168	21.1104596158772	175.957994995513	160.136553285265	113.452518905729	225.091776211032	13.493217768589	26.0750243927326	85.9105432665981	58.6891996134603	6.39575456355062	12.3141210466116	20.5674844243815	18.084974479831	23.4297089008764	16.7854982252563	2.2209799573993	0.7952859470511	3.61953536715825	0.380092481073158	7.39946596945886	45.2151181818577	24.2458892561197	0.335819278537478	2.61442736844397	1.3456560737432	1.94166128833097	7.57634378469553	0	1.95950751897465	1.89853131913626	508.51056586552	8.28578699070815	15.0734062434301	5.43204725303211	4.05994100888657	0.70296429550139	24.3241510380549	4.47670017187225	56.5528640831493	1.88016780942255	14.5193194444827	9.00854440041545	0.663953985183484	286.152357270018	13.8617186189185	24.7845576556248	39.1572450369045	8.64368399481085	9.51159886129867	3.45988198730366	10.822982591794	8.40682270462775	5.95558147783309	1.01847289674383	45.5317165302977	1.92914503565938	83.6645139894174	0	5.32773410114272	166.417408863409	48.2809973138024	17.7944100195944	7.21801804607856	4.00113577704287	11.5357472164969	7.24299864048931	8.55958791078895	31.9128307349788	49.4399306331489	7.9493938953483	0.071488996829074	12.680917849347	0.775630294546667	6.58060392392702	0.817854198055519	19.6621409997297	14.9039316458408	9.70449188549437	78.954800941799	5.81589512658045	2.8568917013749	0	705.671228518909	0	18.7052013827624	8.07810083694578	10.2368351317191	18.7668607251059	3.18619139302908	17.9652229704649	10.3738890828034	6.65955883534402	8.90508398669946	23.0224384375296	16.4329421135781	10.8214792191061	11.5545439488416	1.25441444764423	9.24207442903242	0	1.31452908648641	18.2654696487395	7.99892727051278	2.83136984157737	8.77274980821611	1.79859132202886	8.03419649220798	12.9627406225692	6.60596254196794	3.56128255202018	7.13006329674457	12.2746421368598	4.01797243418013	27.325339124767	23.4741881338032	6.48627346015199	17.6359063385337	31.6961930408234	0	6.14249601335935	11.3008116620243	39.5574240540773	28.5325659167799	20.3348000371616	0.264241548812638	30.5094515100714	6.43878287657875	6.86015012912325	15.8640271643582	2.18360089305595	9.08369296791082
ENG	353.16069076379	488.650900021331	580.977457050845	87.9953283223243	59.7936924581406	30.5314762076107	11.2598042467347	112.909997463068	63.5873284358348	10.0283928523205	11.6273380309476	16.2914604268342	12.6248188913984	123.009786384559	34.9703520382987	16.8429106564167	21.895235337283	15.2859750160472	2.70003439541953	22.6510312906566	12.8952986599118	3.73010382808672	0.206870438201406	1.73639500856252	6.33603784664376	2.42364112705917	3.6602740036047	490.23422183391	163.14204032726	207.385085830327	201.375405594682	14.8571615671692	5.16827015826041	72.3855626750331	2.90420976288705	1.19924752432358	774.784774537135	954.290318840426	577.731659688563	386.555018633327	947.114498052799	412.501966327033	867.490568371471	0	3.48875241714028	260.603790614649	301.690067486591	358.682183506751	125.830608894749	109.838894004961	105.544317638403	650.0633683704	104.708989719088	143.151415147947	119.525601461939	4.382727335605	14.052124687367	316.30406409139	87.7633342144263	915.58892998133	220.799401467496	76.8761213525699	43.4159023552191	2.45976877086227	59.0193267426927	5.47006745463739	4.0738915869753	115.023602459472	24.2443932692851	181.834170718426	6.308036521345	19.9557725307764	9.16254797015097	0.492663237895943	31.0339522031613	53.2319472227702	250.717765899152	155.048040012765	220.034812136592	188.1442180589	206.376840438634	143.733288672927	146.515967141464	102.687526008513	96.3044226837869	44.0816550734023	33.1532115109073	18.9592261089115	108.924506148907	211.037468654417	76.1223904779604	5.32762543825634	1.52391353550484	9.82568551650505	3.47497989609196	0	137.436878787603	118.936443267735	112.526336620829	77.5230166405616	97.1358809753166	218.245679443254	13.2114191035794	607.297162063784	568.105211041845	939.486360596792	199.30320482236	223.018260398277	3.61825160372992	82.612194839431	7.18536387375504	17.4749356439791	1613.80471266511	58.2500881057051	24.174134797963	15.9387821818327	14.4902628945019	12.8696309150917	18.8852088813031	522.222771993519	132.565180034643	77.7089302406326	1.80402701385444	219.015557728006	179.074469608665	79.082582862897	105.848900320138	294.703056791117	70.2219714549374	256.929058288712	114.106294946964	324.648839865392	133.160493054573	267.829236389975	402.854017361517	116.639689452304	129.552475968222	33.7548232478469	49.6665489698837	372.453985705544	275.407330159368	169.40903033611	21.6114938189397	17.8424120527391
EPGN	0	0	0	0.087061876066613	0.122866968250754	35.3866053297534	23.723784633625	0.247532705920093	0	0	0.103210748877384	1.02313239803037	0	0	0	0	0.0374428770488317	0	0	0	0	0.589584273703498	0	0.0216765579266463	1.2250365247196	0.0859068613706575	0.0995705862119248	0.812689554379873	0.771611907767736	0	8.86607968511368	0	2.03606985806842	0	0	0	0.0496906018416763	0	0	0	0	0	0	0	1.3082821564276	0.759783069987478	0.956523065124266	0	0	0.985547789121476	5.62742786982529	0	7.32299750893823	0.567160915800105	0.558350568994769	5.78079302995482	0	0.521498441099387	0.721879481669585	0	0	0.422516782739437	0	0	0	39.2948772495745	2.22212268380471	0	0.234817388471643	0	71.2108582496686	66.8025174432426	0.0738441373884995	0	0	0.00907112775602414	0	0	0.569862713058126	1.89035078410358	0	0	0.17454318442608	0	0.27441344559359	0.517086863031111	13.8411029979571	0	0.359437283237374	0.213273414184373	0.0890320356467374	0.137552778353815	12.6221928250871	0	0	0	0.289414998739032	22.5887713807266	1.01403042697937	0.545540970793496	0	0	33.2523776464815	0.124053903909389	0	0	0.266342587969691	0.367245416875223	26.3414605696245	0.16939589768096	5.71585779484074	0.175919381488126	0	0	0.670817606395112	0	0	8.6611936266956	79.5388430003288	0	0.276135938851438	0.0568177516107339	18.4888846593692	1.14554570331144	1.22939775865979	0.423176798112617	0.21396949401696	0.392474320099615	0	0.52836773724336	0	0.731140468893852	0	0	1.61149501083752	0.289387767133344	0.49068550923169	0.434196265927785	0	0.422215270595328	5.26593707028629	0	3.08601062988445	5.76285878875062
EPHA1	0.0908391896352785	0	0	0	26.0156464226403	33.053934802615	14.6656028691284	0	0	0	0.593429188769211	32.771772179458	1.76160263600908	0.935455296027682	0.808253709581997	0	0.187214385244158	0	0.336513579595959	0.263384084775077	1.40127140745384	7.2998374906238	11.0742256898191	0.618864072422292	9.81465382014959	3.86001008962995	9.35671745546718	0	0	0	10.3569104586265	0.134699666773253	40.9855618734101	0.254864350663893	0.53045125086646	39.3989970155552	0	0	0	0	0	0	0	0	41.4289349535407	0	0	0	0	0.0737957596287713	0	0	0	0	0	15.4785306179433	2.55493176133945	0	0	0	0	14.7823981688347	6.80229050529408	32.468947775382	0	13.1511918850363	17.4992161349621	0	0.0391362314119407	0.97716007658288	11.6917193740692	7.29592145825456	0.094681825069785	0	0	0.00907112775602414	0	0.234686888129829	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95394880716245	8.11476896348726	0	0	0.997204864013417	0	0.0519927153827017	0.0921845842708515	0.344910237641683	0	0	27.6420519057375	0	0.0536179737145357	0	0.177561725313127	0	15.1015932705347	0	8.39582444798753	1.83383731780698	0	0.908109430170635	9.67261626543114	0	0.194821590272032	4.52269736099544	13.9442031634586	0	0.0768880729601935	0.0841456462608343	8.6725243616439	0	0.09266210955196	0	0	0	0	0	0	0	0	0	0	0	0.154911749049875	0	0	0	0	0	25.92088963915	30.8869921326318
EPHA2	3.04939713526261	3.44046956582173	7.85104671690332	0.29763516720889	112.000207898019	26.0682032087416	49.7437338267358	9.32679513459985	48.4356094803183	21.5163624219588	1.2105530752382	123.310192828917	0	0	0.133696298313428	0	0	0	0	0.263384084775077	0	0.131003587583055	0	0	0.0445901380149522	0	0.0243127450712279	10.0175942812025	4.60591254159559	3.4717777337156	20.470151732669	56.7350126817034	86.801506553129	0.368278486977108	58.5835539128866	5.37480444741805	54.2268176128089	62.3326738883466	50.6925828885882	69.9039517974776	62.0934113093135	31.2651477623299	67.5935031465858	0	41.4289349535407	11.6258134157213	19.224983426645	14.7382724035737	18.7457145467038	4.3840336355215	9.05942915243005	42.804672044018	6.54154749607541	15.6536412760829	7.57109883049914	43.4927599155189	0	36.3532124983821	3.04371912182948	58.4601266139676	27.6365041781493	7.50470515175076	101.81208949734	10.822982591794	34.4851298700037	76.172895501696	52.9605906306789	32.9180053331662	60.4048408861524	0	30.7409981061832	77.1283866322952	0.736807174104768	0	6.68061060121884	4.2193926353425	24.4725826783698	1.82578574522094	8.69868092205961	11.6262938660011	1.51792433713334	17.6047509361539	22.5625654347569	10.9008618775975	10.2735117318307	28.1812340351956	29.0461217939724	7.04814329812479	3.68943280056114	10.9715128220397	2.22580089116843	0.0427810120932493	43.6585745119687	4.74713867431142	2.11343223362768	0	15.1672854450774	14.0136732615114	19.4015956320108	11.0506775927277	5.90808578382964	23.5049840640479	28.212513544714	4.15491774402686	6.45919198393636	4.45254199334973	2.17986625576306	2.6130328949625	39.6098522988636	6.6185389458663	70.243299801359	66.8571819470348	54.7534402752059	63.5423209257848	64.2355838269999	0	39.2376666555363	21.9810659253891	47.5052753899907	3.21367859688319	5.59290618884358	2.33459473061081	36.106279099046	19.3350412541248	15.9380450783548	11.8785299326093	15.3711795088604	11.8059080418353	9.39926912551832	22.7870345775226	24.8693206935691	27.0571134990564	5.30963464714663	9.04064932961942	18.9860313317693	9.12525921669357	26.7416770355686	15.5296605149492	10.6428319221179	3.03986740302523	4.64868062481654	34.5116885636629	110.701145647704	73.857891027505
EPHA3	0.940814040973209	1.37648688150744	0	0.384697043275503	0.245733936501509	0	2.33690398259781	1.01211231700817	5.29022286229973	2.64794071400713	1.39334510984468	0	0	0	0	0.0698862151694587	0	0	0.233542354118633	0	0	0	0	0.0451339772941693	0.0928906523041275	0	0.0289604922112815	2.1415053808875	0.144846518960824	1.19292892057665	0.10633371991064	0.327150802338108	0.182147644146271	0	0	0.612128872294665	0	0	0	0.0813540191827233	0	0	0.24426899190721	0	0	1.30465459352654	2.33518483620234	2.07512330787945	0.468642863667594	0.0444805298659277	3.79987776501721	8.59897819974034	1.94073572859839	1.24775401476023	20.9900257695098	0	0	0	2.37249481940313	0	1.55819157959051	3.31021545058473	0	0	0.686271241194103	0.0335096574705437	0	0	2.30917379877974	0	1.56783319652269	0.254525046794007	0	0	3.15325360959354	0.558990048355904	1.53946944810669	0.184935287167538	3.24234031769606	0	1.58253446512285	0.52003718455683	0.73618101750904	4.24640968742001	1.62786481617433	6.59285750364667	0.323835483260784	0	1.14861935834114	0.582754687227099	18.1625352719344	0	8.39804301044513	164.676648898343	191.712408146423	0	6.04368061498097	0.0519927153827017	2.2136715019637	15.5322244791308	0.347534457872332	2.6200689766918	0.403187057772907	1.58630370675555	2.56357840965492	0	0	0.0273757186712697	0.802025881213138	16.2742705914358	0.385076685522074	0.598125897059629	0.161936937076605	0.657264543243206	0	0	1.71589034974085	1.84925219979869	0	0	4.42570812997334	6.50931748321516	0.156252752642543	1.30914271574838	1.25876086966885	0.812590583864948	0.42793898803392	0.78494864019923	5.19559833326295	0.0673941605244387	0.48763373908959	0.243713489631284	9.06871506334815	0	1.54034074574875	0.327947376023316	1.2344334524011	3.56904905941809	1.41904425628239	0.329294892959902	1.51052522528317	0.174967360122492	0.223434091845262	0
